,id_offre,entreprise,type_contrat,localisation,modalites_de_tetetravail,url,duree_du_contrat,tag recruteur_reactif,titre_job,date_publication
1080,33814249,Michael Page,CDI,Alixan - 26,,https://www.hellowork.com/fr-fr/emplois/33814249.html,,,                         Directeur des Systèmes d'Information H/F                     ,                                                                                       05/04/2023                     
1081,32448670,L'Industrie recrute,CDI,Armentières - 59,,https://www.hellowork.com/fr-fr/emplois/32448670.html,,,                         Responsable Automatisme - Electricité H/F                     ,                         07/04/2023                     
1082,33531845,Fed Finance,CDI,Nantes - 44,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33531845.html,,,                         Assistant Comptable H/F                     ,                                                                                       29/03/2023                     
1083,34231983,La Javaness,CDI,Paris 1er - 75,,https://www.hellowork.com/fr-fr/emplois/34231983.html,,,                         Data Scientist Senior H/F                     ,                         15/04/2023                     
1084,34362149,Leroy Merlin,CDI,Lezennes - 59,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34362149.html,,,                         Senior Data Scientist H/F                     ,                         19/04/2023                     
1085,33298481,Intersec Groupe,CDI,Paris 1er - 75,,https://www.hellowork.com/fr-fr/emplois/33298481.html,,,                         Site Reliability Manager H/F                     ,                         24/04/2023                     
1086,34555882,Société Générale Algérie,CDI,Centre-Val de Loire,,https://www.hellowork.com/fr-fr/emplois/34555882.html,,,                         Data Scientist H/F                     ,                         23/04/2023                     
1087,26639288,LCL,CDI,Villejuif - 94,,https://www.hellowork.com/fr-fr/emplois/26639288.html,,,                         Data Engineer Big Data Confirmé H/F                     ,                         09/04/2023                     
1088,33146426,XXII Group,CDI,Puteaux - 92,,https://www.hellowork.com/fr-fr/emplois/33146426.html,,,                         Software Engineer d'Expérience - Python Plateforme H/F                     ,                         21/04/2023                     
1089,33356620,ZAION,CDI,Paris 1er - 75,,https://www.hellowork.com/fr-fr/emplois/33356620.html,,,                         SEO & Ux Content Manager H/F                     ,                         25/04/2023                     
